DATA REPORT,,,,,
2026/02/24,08:25:59,32.09,,,
2026/02/24,08:26:04,31.98,,,
2026/02/24,08:26:09,31.81,,,
2026/02/24,08:26:14,31.73,,,
2026/02/24,08:26:19,31.73,,,
2026/02/24,08:26:24,31.78,,,
2026/02/24,08:26:29,31.86,,,
2026/02/24,08:26:34,31.86,,,
2026/02/24,08:26:39,31.76,,,
2026/02/24,08:26:44,31.68,,,
2026/02/24,08:26:49,31.75,,,
2026/02/24,08:26:54,31.76,,,
2026/02/24,08:26:59,31.72,,,
2026/02/24,08:27:04,31.68,,,
2026/02/24,08:27:09,31.71,,,
2026/02/24,08:27:14,31.71,,,
2026/02/24,08:27:19,31.69,,,
2026/02/24,08:27:24,31.67,,,
2026/02/24,08:27:29,31.65,,,
2026/02/24,08:27:34,31.60,,,
2026/02/24,08:27:39,31.56,,,
2026/02/24,08:27:44,31.55,,,
2026/02/24,08:27:49,31.48,,,
2026/02/24,08:27:54,31.44,,,
2026/02/24,08:27:59,31.30,,,
2026/02/24,08:28:04,31.21,,,
2026/02/24,08:28:09,31.20,,,
2026/02/24,08:28:14,31.19,,,
2026/02/24,08:28:19,31.21,,,
2026/02/24,08:28:24,31.26,,,
2026/02/24,08:28:29,31.48,,,
2026/02/24,08:28:34,31.54,,,
2026/02/24,08:28:39,31.47,,,
2026/02/24,08:28:44,31.27,,,
2026/02/24,08:28:49,31.26,,,
2026/02/24,08:28:54,31.22,,,
2026/02/24,08:28:59,31.17,,,
2026/02/24,08:29:04,30.99,,,
2026/02/24,08:29:09,30.99,,,
2026/02/24,08:29:14,31.01,,,
2026/02/24,08:29:19,31.10,,,
2026/02/24,08:29:24,31.11,,,
2026/02/24,08:29:29,31.05,,,
2026/02/24,08:29:34,30.92,,,
2026/02/24,08:29:39,30.93,,,
2026/02/24,08:29:44,30.82,,,
2026/02/24,08:29:49,30.85,,,
2026/02/24,08:29:54,30.82,,,
2026/02/24,08:29:59,30.81,,,
2026/02/24,08:30:04,30.83,,,
2026/02/24,08:30:09,30.88,,,
2026/02/24,08:30:14,30.97,,,
2026/02/24,08:30:19,30.94,,,
2026/02/24,08:30:24,30.93,,,
2026/02/24,08:30:29,30.92,,,
2026/02/24,08:30:34,30.95,,,
2026/02/24,08:30:39,30.94,,,
2026/02/24,08:30:44,30.96,,,
2026/02/24,08:30:49,30.94,,,
2026/02/24,08:30:54,30.87,,,
2026/02/24,08:30:59,30.76,,,
2026/02/24,08:31:04,30.72,,,
2026/02/24,08:31:09,30.64,,,
2026/02/24,08:31:14,30.63,,,
2026/02/24,08:31:19,30.64,,,
2026/02/24,08:31:24,30.56,,,
2026/02/24,08:31:29,30.55,,,
2026/02/24,08:31:34,30.51,,,
2026/02/24,08:31:39,30.49,,,
2026/02/24,08:31:44,30.47,,,
2026/02/24,08:31:49,30.45,,,
2026/02/24,08:31:54,30.43,,,
2026/02/24,08:31:59,30.41,,,
2026/02/24,08:32:04,30.42,,,
2026/02/24,08:32:09,30.28,,,
2026/02/24,08:32:14,30.18,,,
2026/02/24,08:32:19,30.11,,,
2026/02/24,08:32:24,30.12,,,
2026/02/24,08:32:29,30.14,,,
2026/02/24,08:32:34,30.09,,,
2026/02/24,08:32:39,30.07,,,
2026/02/24,08:32:44,30.20,,,
2026/02/24,08:32:49,29.99,,,
2026/02/24,08:32:54,30.03,,,
2026/02/24,08:32:59,30.19,,,
2026/02/24,08:33:04,30.16,,,
2026/02/24,08:33:09,30.15,,,
2026/02/24,08:33:14,30.14,,,
2026/02/24,08:33:19,30.08,,,
2026/02/24,08:33:24,30.01,,,
2026/02/24,08:33:29,29.98,,,
2026/02/24,08:33:34,30.00,,,
2026/02/24,08:33:39,29.98,,,
2026/02/24,08:33:44,29.88,,,
2026/02/24,08:33:49,29.82,,,
2026/02/24,08:33:54,29.81,,,
2026/02/24,08:33:59,29.83,,,
2026/02/24,08:34:04,29.78,,,
2026/02/24,08:34:09,29.64,,,
2026/02/24,08:34:14,29.62,,,
2026/02/24,08:34:19,29.60,,,
2026/02/24,08:34:24,29.59,,,
2026/02/24,08:34:29,29.53,,,
2026/02/24,08:34:34,29.46,,,
2026/02/24,08:34:39,29.47,,,
2026/02/24,08:34:44,29.45,,,
2026/02/24,08:34:49,29.44,,,
2026/02/24,08:34:54,29.42,,,
2026/02/24,08:34:59,29.43,,,
2026/02/24,08:35:04,29.45,,,
2026/02/24,08:35:09,29.45,,,
2026/02/24,08:35:14,29.43,,,
2026/02/24,08:35:19,29.42,,,
2026/02/24,08:35:24,29.40,,,
2026/02/24,08:35:29,29.38,,,
2026/02/24,08:35:34,29.44,,,
2026/02/24,08:35:39,29.46,,,
2026/02/24,08:35:44,29.46,,,
2026/02/24,08:35:49,29.37,,,
2026/02/24,08:35:54,29.33,,,
2026/02/24,08:35:59,29.28,,,
2026/02/24,08:36:04,29.24,,,
2026/02/24,08:36:09,29.22,,,
2026/02/24,08:36:14,29.20,,,
2026/02/24,08:36:19,29.14,,,
2026/02/24,08:36:24,29.08,,,
2026/02/24,08:36:29,29.05,,,
2026/02/24,08:36:34,29.07,,,
2026/02/24,08:36:39,29.05,,,
2026/02/24,08:36:44,28.97,,,
2026/02/24,08:36:49,28.97,,,
2026/02/24,08:36:54,28.99,,,
2026/02/24,08:36:59,28.99,,,
2026/02/24,08:37:04,29.02,,,
2026/02/24,08:37:09,29.04,,,
2026/02/24,08:37:14,29.07,,,
2026/02/24,08:37:19,29.03,,,
2026/02/24,08:37:24,28.92,,,
2026/02/24,08:37:29,28.82,,,
2026/02/24,08:37:34,28.78,,,
2026/02/24,08:37:39,28.76,,,
2026/02/24,08:37:44,28.72,,,
2026/02/24,08:37:49,28.74,,,
2026/02/24,08:37:54,28.73,,,
2026/02/24,08:37:59,28.72,,,
2026/02/24,08:38:04,28.74,,,
2026/02/24,08:38:09,28.76,,,
2026/02/24,08:38:14,28.76,,,
2026/02/24,08:38:19,28.74,,,
2026/02/24,08:38:24,28.72,,,
2026/02/24,08:38:29,28.67,,,
2026/02/24,08:38:34,28.65,,,
2026/02/24,08:38:39,28.58,,,
2026/02/24,08:38:44,28.57,,,
2026/02/24,08:38:49,28.56,,,
2026/02/24,08:38:54,28.55,,,
2026/02/24,08:38:59,28.53,,,
2026/02/24,08:39:04,28.52,,,
2026/02/24,08:39:09,28.50,,,
2026/02/24,08:39:14,28.50,,,
2026/02/24,08:39:19,28.50,,,
2026/02/24,08:39:24,28.52,,,
2026/02/24,08:39:29,28.60,,,
2026/02/24,08:39:34,28.59,,,
2026/02/24,08:39:39,28.57,,,
2026/02/24,08:39:44,28.37,,,
2026/02/24,08:39:49,28.36,,,
2026/02/24,08:39:54,28.34,,,
2026/02/24,08:39:59,28.32,,,
2026/02/24,08:40:04,28.32,,,
2026/02/24,08:40:09,28.35,,,
2026/02/24,08:40:14,28.34,,,
2026/02/24,08:40:19,28.32,,,
2026/02/24,08:40:24,28.38,,,
2026/02/24,08:40:29,28.40,,,
2026/02/24,08:40:34,28.38,,,
2026/02/24,08:40:39,28.36,,,
2026/02/24,08:40:44,28.34,,,
2026/02/24,08:40:49,28.32,,,
2026/02/24,08:40:54,28.30,,,
2026/02/24,08:40:59,28.23,,,
2026/02/24,08:41:04,28.21,,,
2026/02/24,08:41:09,28.13,,,
2026/02/24,08:41:14,28.07,,,
2026/02/24,08:41:19,28.00,,,
2026/02/24,08:41:24,27.97,,,
2026/02/24,08:41:29,27.98,,,
2026/02/24,08:41:34,27.98,,,
2026/02/24,08:41:39,27.99,,,
2026/02/24,08:41:44,28.02,,,
2026/02/24,08:41:49,28.04,,,
2026/02/24,08:41:54,28.02,,,
2026/02/24,08:41:59,28.01,,,
2026/02/24,08:42:04,28.03,,,
2026/02/24,08:42:09,28.03,,,
2026/02/24,08:42:14,28.03,,,
2026/02/24,08:42:19,27.96,,,
2026/02/24,08:42:24,27.96,,,
2026/02/24,08:42:29,27.98,,,
2026/02/24,08:42:34,27.98,,,
2026/02/24,08:42:39,27.96,,,
2026/02/24,08:42:44,27.88,,,
2026/02/24,08:42:49,27.84,,,
2026/02/24,08:42:54,27.82,,,
2026/02/24,08:42:59,27.80,,,
2026/02/24,08:43:04,27.78,,,
2026/02/24,08:43:09,27.76,,,
2026/02/24,08:43:14,27.65,,,
2026/02/24,08:43:19,27.62,,,
2026/02/24,08:43:24,27.62,,,
2026/02/24,08:43:29,27.61,,,
2026/02/24,08:43:34,27.60,,,
2026/02/24,08:43:39,27.59,,,
2026/02/24,08:43:44,27.60,,,
2026/02/24,08:43:49,27.59,,,
2026/02/24,08:43:54,27.61,,,
2026/02/24,08:43:59,27.56,,,
2026/02/24,08:44:04,27.52,,,
2026/02/24,08:44:09,27.39,,,
2026/02/24,08:44:14,27.38,,,
2026/02/24,08:44:19,27.41,,,
2026/02/24,08:44:24,27.46,,,
2026/02/24,08:44:29,27.48,,,
2026/02/24,08:44:34,27.47,,,
2026/02/24,08:44:39,27.45,,,
2026/02/24,08:44:44,27.47,,,
2026/02/24,08:44:49,27.48,,,
2026/02/24,08:44:54,27.46,,,
2026/02/24,08:44:59,27.44,,,
2026/02/24,08:45:04,27.42,,,
2026/02/24,08:45:09,27.40,,,
2026/02/24,08:45:14,27.38,,,
2026/02/24,08:45:19,27.31,,,
2026/02/24,08:45:24,27.28,,,
2026/02/24,08:45:29,27.26,,,
2026/02/24,08:45:34,27.24,,,
2026/02/24,08:45:39,27.17,,,
2026/02/24,08:45:44,27.16,,,
2026/02/24,08:45:49,27.16,,,
2026/02/24,08:45:54,27.17,,,
2026/02/24,08:45:59,27.15,,,
2026/02/24,08:46:04,27.16,,,
2026/02/24,08:46:09,27.18,,,
2026/02/24,08:46:14,27.16,,,
2026/02/24,08:46:19,27.14,,,
2026/02/24,08:46:24,27.12,,,
2026/02/24,08:46:29,27.06,,,
2026/02/24,08:46:34,27.04,,,
2026/02/24,08:46:39,27.03,,,
2026/02/24,08:46:44,27.04,,,
2026/02/24,08:46:49,27.06,,,
2026/02/24,08:46:54,27.09,,,
2026/02/24,08:46:59,27.09,,,
2026/02/24,08:47:04,27.10,,,
2026/02/24,08:47:09,27.12,,,
2026/02/24,08:47:14,27.13,,,
2026/02/24,08:47:19,27.15,,,
2026/02/24,08:47:24,27.16,,,
2026/02/24,08:47:29,27.19,,,
2026/02/24,08:47:34,27.21,,,
2026/02/24,08:47:39,27.23,,,
2026/02/24,08:47:44,27.42,,,
2026/02/24,08:47:49,27.58,,,
2026/02/24,08:47:54,27.59,,,
2026/02/24,08:47:59,27.61,,,
2026/02/24,08:48:04,27.72,,,
2026/02/24,08:48:09,27.77,,,
2026/02/24,08:48:14,27.84,,,
2026/02/24,08:48:19,28.01,,,
2026/02/24,08:48:24,28.06,,,
2026/02/24,08:48:29,28.22,,,
2026/02/24,08:48:34,28.43,,,
2026/02/24,08:48:39,28.59,,,
2026/02/24,08:48:44,28.60,,,
2026/02/24,08:48:49,28.62,,,
2026/02/24,08:48:54,28.65,,,
2026/02/24,08:48:59,28.67,,,
2026/02/24,08:49:04,28.70,,,
2026/02/24,08:49:09,28.70,,,
2026/02/24,08:49:14,28.95,,,
2026/02/24,08:49:19,29.24,,,
2026/02/24,08:49:24,29.44,,,
2026/02/24,08:49:29,29.58,,,
2026/02/24,08:49:34,29.60,,,
2026/02/24,08:49:39,29.63,,,
2026/02/24,08:49:44,29.68,,,
2026/02/24,08:49:49,29.87,,,
2026/02/24,08:49:54,29.93,,,
2026/02/24,08:49:59,30.01,,,
2026/02/24,08:50:04,29.96,,,
2026/02/24,08:50:09,29.94,,,
2026/02/24,08:50:14,30.12,,,
2026/02/24,08:50:19,30.32,,,
2026/02/24,08:50:24,30.51,,,
2026/02/24,08:50:29,30.54,,,
2026/02/24,08:50:34,30.64,,,
2026/02/24,08:50:39,30.63,,,
2026/02/24,08:50:44,30.65,,,
2026/02/24,08:50:49,30.68,,,
2026/02/24,08:50:54,30.74,,,
2026/02/24,08:50:59,31.05,,,
2026/02/24,08:51:04,31.06,,,
2026/02/24,08:51:09,31.08,,,
2026/02/24,08:51:14,31.13,,,
2026/02/24,08:51:19,31.21,,,
2026/02/24,08:51:24,31.22,,,
2026/02/24,08:51:29,31.28,,,
2026/02/24,08:51:34,31.56,,,
2026/02/24,08:51:39,31.66,,,
2026/02/24,08:51:44,31.80,,,
2026/02/24,08:51:49,31.73,,,
2026/02/24,08:51:54,31.68,,,
2026/02/24,08:51:59,31.60,,,
2026/02/24,08:52:04,31.88,,,
2026/02/24,08:52:09,31.99,,,
2026/02/24,08:52:14,31.94,,,
2026/02/24,08:52:19,31.76,,,
2026/02/24,08:52:24,31.72,,,
2026/02/24,08:52:29,31.89,,,
2026/02/24,08:52:34,31.96,,,
2026/02/24,08:52:39,31.89,,,
2026/02/24,08:52:44,31.64,,,
2026/02/24,08:52:49,31.74,,,
2026/02/24,08:52:54,31.71,,,
2026/02/24,08:52:59,31.70,,,
2026/02/24,08:53:04,31.72,,,
2026/02/24,08:53:09,31.90,,,
2026/02/24,08:53:14,31.97,,,
2026/02/24,08:53:19,32.11,,,
2026/02/24,08:53:24,32.23,,,
2026/02/24,08:53:29,32.24,,,
2026/02/24,08:53:34,32.41,,,
2026/02/24,08:53:39,32.13,,,
2026/02/24,08:53:44,32.15,,,
2026/02/24,08:53:49,32.10,,,
2026/02/24,08:53:54,32.06,,,
2026/02/24,08:53:59,32.26,,,
2026/02/24,08:54:04,32.26,,,
2026/02/24,08:54:09,32.29,,,
2026/02/24,08:54:14,32.29,,,
2026/02/24,08:54:19,32.24,,,
2026/02/24,08:54:24,32.23,,,
2026/02/24,08:54:29,32.23,,,
2026/02/24,08:54:34,32.25,,,
2026/02/24,08:54:39,32.25,,,
2026/02/24,08:54:44,32.12,,,
2026/02/24,08:54:49,32.20,,,
2026/02/24,08:54:54,32.35,,,
2026/02/24,08:54:59,32.16,,,
2026/02/24,08:55:04,32.22,,,
2026/02/24,08:55:09,32.27,,,
2026/02/24,08:55:14,32.38,,,
2026/02/24,08:55:19,32.33,,,
2026/02/24,08:55:24,32.17,,,
2026/02/24,08:55:29,32.11,,,
2026/02/24,08:55:34,32.04,,,
2026/02/24,08:55:39,31.96,,,
2026/02/24,08:55:44,31.97,,,
2026/02/24,08:55:49,31.82,,,
2026/02/24,08:55:54,31.70,,,
2026/02/24,08:55:59,31.65,,,
2026/02/24,08:56:04,31.59,,,
2026/02/24,08:56:09,31.65,,,
2026/02/24,08:56:14,31.51,,,
2026/02/24,08:56:19,31.54,,,
2026/02/24,08:56:24,31.53,,,
2026/02/24,08:56:29,31.46,,,
2026/02/24,08:56:34,31.52,,,
2026/02/24,08:56:39,31.60,,,
2026/02/24,08:56:44,31.80,,,
2026/02/24,08:56:49,31.79,,,
2026/02/24,08:56:54,31.95,,,
2026/02/24,08:56:59,31.85,,,
2026/02/24,08:57:04,31.53,,,
2026/02/24,08:57:09,31.79,,,
2026/02/24,08:57:14,31.81,,,
2026/02/24,08:57:19,31.83,,,
2026/02/24,08:57:24,31.86,,,
2026/02/24,08:57:29,31.85,,,
2026/02/24,08:57:34,31.78,,,
2026/02/24,08:57:39,31.76,,,
2026/02/24,08:57:44,31.73,,,
2026/02/24,08:57:49,31.72,,,
2026/02/24,08:57:54,31.75,,,
2026/02/24,08:57:59,31.65,,,
2026/02/24,08:58:04,31.58,,,
2026/02/24,08:58:09,31.55,,,
2026/02/24,08:58:14,31.58,,,
2026/02/24,08:58:19,31.57,,,
2026/02/24,08:58:24,31.56,,,
2026/02/24,08:58:29,31.52,,,
2026/02/24,08:58:34,31.56,,,
2026/02/24,08:58:39,31.62,,,
2026/02/24,08:58:44,31.62,,,
2026/02/24,08:58:49,31.65,,,
2026/02/24,08:58:54,31.32,,,
2026/02/24,08:58:59,31.09,,,
2026/02/24,08:59:04,31.08,,,
2026/02/24,08:59:09,31.14,,,
2026/02/24,08:59:14,31.17,,,
2026/02/24,08:59:19,31.08,,,
2026/02/24,08:59:24,31.14,,,
2026/02/24,08:59:29,31.13,,,
2026/02/24,08:59:34,31.08,,,
2026/02/24,08:59:39,31.05,,,
2026/02/24,08:59:44,31.03,,,
2026/02/24,08:59:49,30.96,,,
2026/02/24,08:59:54,31.01,,,
2026/02/24,08:59:59,31.07,,,
2026/02/24,09:00:04,31.06,,,
2026/02/24,09:00:09,30.93,,,
2026/02/24,09:00:14,30.83,,,
2026/02/24,09:00:19,30.76,,,
2026/02/24,09:00:24,30.63,,,
2026/02/24,09:00:29,30.83,,,
2026/02/24,09:00:34,30.83,,,
2026/02/24,09:00:39,30.85,,,
2026/02/24,09:00:44,30.84,,,
2026/02/24,09:00:49,30.82,,,
2026/02/24,09:00:54,30.78,,,
2026/02/24,09:00:59,30.68,,,
2026/02/24,09:01:04,30.60,,,
2026/02/24,09:01:09,30.78,,,
2026/02/24,09:01:14,30.82,,,
2026/02/24,09:01:19,30.70,,,
2026/02/24,09:01:24,30.68,,,
2026/02/24,09:01:29,30.65,,,
2026/02/24,09:01:34,30.64,,,
2026/02/24,09:01:39,30.55,,,
2026/02/24,09:01:44,30.54,,,
2026/02/24,09:01:49,30.49,,,
2026/02/24,09:01:54,30.45,,,
2026/02/24,09:01:59,30.43,,,
2026/02/24,09:02:04,30.46,,,
2026/02/24,09:02:09,30.39,,,
2026/02/24,09:02:14,30.31,,,
2026/02/24,09:02:19,30.16,,,
2026/02/24,09:02:24,30.14,,,
2026/02/24,09:02:29,30.04,,,
2026/02/24,09:02:34,30.01,,,
2026/02/24,09:02:39,30.08,,,
2026/02/24,09:02:44,30.27,,,
2026/02/24,09:02:49,30.40,,,
2026/02/24,09:02:54,30.38,,,
2026/02/24,09:02:59,30.35,,,
2026/02/24,09:03:04,30.32,,,
2026/02/24,09:03:09,30.25,,,
2026/02/24,09:03:14,30.13,,,
2026/02/24,09:03:19,30.10,,,
2026/02/24,09:03:24,30.04,,,
2026/02/24,09:03:29,30.06,,,
2026/02/24,09:03:34,30.04,,,
2026/02/24,09:03:39,30.01,,,
2026/02/24,09:03:44,29.99,,,
2026/02/24,09:03:49,29.96,,,
2026/02/24,09:03:54,29.97,,,
2026/02/24,09:03:59,30.04,,,
2026/02/24,09:04:04,30.03,,,
2026/02/24,09:04:09,30.04,,,
2026/02/24,09:04:14,30.07,,,
2026/02/24,09:04:19,30.07,,,
2026/02/24,09:04:24,30.09,,,
2026/02/24,09:04:29,29.97,,,
2026/02/24,09:04:34,29.94,,,
2026/02/24,09:04:39,29.83,,,
2026/02/24,09:04:44,29.81,,,
2026/02/24,09:04:49,29.79,,,
2026/02/24,09:04:54,29.79,,,
2026/02/24,09:04:59,29.61,,,
2026/02/24,09:05:04,29.60,,,
2026/02/24,09:05:09,29.60,,,
2026/02/24,09:05:14,29.61,,,
2026/02/24,09:05:19,29.59,,,
2026/02/24,09:05:24,29.57,,,
2026/02/24,09:05:29,29.55,,,
2026/02/24,09:05:34,29.46,,,
2026/02/24,09:05:39,29.42,,,
2026/02/24,09:05:44,29.61,,,
2026/02/24,09:05:49,29.62,,,
2026/02/24,09:05:54,29.57,,,
2026/02/24,09:05:59,29.46,,,
2026/02/24,09:06:04,29.42,,,
2026/02/24,09:06:09,29.31,,,
2026/02/24,09:06:14,29.25,,,
2026/02/24,09:06:19,29.22,,,
2026/02/24,09:06:24,29.23,,,
2026/02/24,09:06:29,29.22,,,
2026/02/24,09:06:34,29.25,,,
2026/02/24,09:06:39,29.27,,,
2026/02/24,09:06:44,29.26,,,
2026/02/24,09:06:49,29.27,,,
2026/02/24,09:06:54,29.29,,,
2026/02/24,09:06:59,29.27,,,
2026/02/24,09:07:04,29.17,,,
2026/02/24,09:07:09,29.12,,,
2026/02/24,09:07:14,29.09,,,
2026/02/24,09:07:19,28.92,,,
2026/02/24,09:07:24,28.91,,,
2026/02/24,09:07:29,28.91,,,
2026/02/24,09:07:34,28.91,,,
2026/02/24,09:07:39,28.92,,,
2026/02/24,09:07:44,28.95,,,
2026/02/24,09:07:49,28.95,,,
2026/02/24,09:07:54,28.86,,,
2026/02/24,09:07:59,28.82,,,
2026/02/24,09:08:04,28.77,,,
2026/02/24,09:08:09,28.61,,,
2026/02/24,09:08:14,28.58,,,
2026/02/24,09:08:19,28.58,,,
2026/02/24,09:08:24,28.59,,,
2026/02/24,09:08:29,28.60,,,
2026/02/24,09:08:34,28.58,,,
2026/02/24,09:08:39,28.56,,,
2026/02/24,09:08:44,28.57,,,
2026/02/24,09:08:49,28.56,,,
2026/02/24,09:08:54,28.54,,,
2026/02/24,09:08:59,28.52,,,
2026/02/24,09:09:04,28.52,,,
2026/02/24,09:09:09,28.54,,,
2026/02/24,09:09:14,28.55,,,
2026/02/24,09:09:19,28.58,,,
2026/02/24,09:09:24,28.59,,,
2026/02/24,09:09:29,28.55,,,
2026/02/24,09:09:34,28.52,,,
2026/02/24,09:09:39,28.50,,,
2026/02/24,09:09:44,28.48,,,
2026/02/24,09:09:49,28.46,,,
2026/02/24,09:09:54,28.43,,,
2026/02/24,09:09:59,28.40,,,
2026/02/24,09:10:04,28.39,,,
2026/02/24,09:10:09,28.41,,,
2026/02/24,09:10:14,28.43,,,
2026/02/24,09:10:19,28.45,,,
2026/02/24,09:10:24,28.44,,,
2026/02/24,09:10:29,28.36,,,
2026/02/24,09:10:34,28.35,,,
2026/02/24,09:10:39,28.29,,,
2026/02/24,09:10:44,28.27,,,
2026/02/24,09:10:49,28.24,,,
2026/02/24,09:10:54,28.15,,,
2026/02/24,09:10:59,28.16,,,
2026/02/24,09:11:04,28.18,,,
2026/02/24,09:11:09,28.17,,,
2026/02/24,09:11:14,28.17,,,
2026/02/24,09:11:19,28.17,,,
2026/02/24,09:11:24,28.15,,,
2026/02/24,09:11:29,28.15,,,
2026/02/24,09:11:34,28.15,,,
2026/02/24,09:11:39,28.13,,,
2026/02/24,09:11:44,28.11,,,
2026/02/24,09:11:49,28.11,,,
2026/02/24,09:11:54,28.09,,,
2026/02/24,09:11:59,28.07,,,
2026/02/24,09:12:04,27.97,,,
2026/02/24,09:12:09,27.95,,,
2026/02/24,09:12:14,27.93,,,
2026/02/24,09:12:19,27.91,,,
2026/02/24,09:12:24,27.90,,,
2026/02/24,09:12:29,27.92,,,
2026/02/24,09:12:34,27.90,,,
2026/02/24,09:12:39,27.88,,,
2026/02/24,09:12:44,27.86,,,
2026/02/24,09:12:49,27.84,,,
2026/02/24,09:12:54,27.84,,,
2026/02/24,09:12:59,27.82,,,
2026/02/24,09:13:04,27.80,,,
2026/02/24,09:13:09,27.81,,,
2026/02/24,09:13:14,27.84,,,
2026/02/24,09:13:19,27.77,,,
2026/02/24,09:13:24,27.76,,,
2026/02/24,09:13:29,27.66,,,
2026/02/24,09:13:34,27.64,,,
2026/02/24,09:13:39,27.62,,,
2026/02/24,09:13:44,27.56,,,
2026/02/24,09:13:49,27.54,,,
2026/02/24,09:13:54,27.54,,,
2026/02/24,09:13:59,27.52,,,
2026/02/24,09:14:04,27.52,,,
2026/02/24,09:14:09,27.50,,,
2026/02/24,09:14:14,27.48,,,
2026/02/24,09:14:19,27.49,,,
2026/02/24,09:14:24,27.47,,,
2026/02/24,09:14:29,27.45,,,
2026/02/24,09:14:34,27.43,,,
2026/02/24,09:14:39,27.41,,,
2026/02/24,09:14:44,27.39,,,
2026/02/24,09:14:49,27.35,,,
2026/02/24,09:14:54,27.37,,,
2026/02/24,09:14:59,27.39,,,
2026/02/24,09:15:04,27.39,,,
2026/02/24,09:15:09,27.35,,,
2026/02/24,09:15:14,27.33,,,
2026/02/24,09:15:19,27.34,,,
2026/02/24,09:15:24,27.36,,,
2026/02/24,09:15:29,27.37,,,
2026/02/24,09:15:34,27.35,,,
2026/02/24,09:15:39,27.33,,,
2026/02/24,09:15:44,27.31,,,
2026/02/24,09:15:49,27.31,,,
2026/02/24,09:15:54,27.32,,,
2026/02/24,09:15:59,27.31,,,
2026/02/24,09:16:04,27.29,,,
2026/02/24,09:16:09,27.27,,,
2026/02/24,09:16:14,27.23,,,
2026/02/24,09:16:19,27.19,,,
2026/02/24,09:16:24,27.14,,,
2026/02/24,09:16:29,27.13,,,
2026/02/24,09:16:34,27.08,,,
2026/02/24,09:16:39,27.06,,,
2026/02/24,09:16:44,27.04,,,
2026/02/24,09:16:49,27.02,,,
2026/02/24,09:16:54,27.00,,,
2026/02/24,09:16:59,27.00,,,
2026/02/24,09:17:04,27.00,,,
2026/02/24,09:17:09,26.99,,,
2026/02/24,09:17:14,26.99,,,
2026/02/24,09:17:19,26.98,,,
2026/02/24,09:17:24,26.96,,,
2026/02/24,09:17:29,26.98,,,
2026/02/24,09:17:34,27.01,,,
2026/02/24,09:17:39,27.02,,,
2026/02/24,09:17:44,27.05,,,
2026/02/24,09:17:49,27.17,,,
2026/02/24,09:17:54,27.24,,,
2026/02/24,09:17:59,27.37,,,
2026/02/24,09:18:04,27.39,,,
2026/02/24,09:18:09,27.44,,,
2026/02/24,09:18:14,27.51,,,
2026/02/24,09:18:19,27.60,,,
2026/02/24,09:18:24,27.78,,,
2026/02/24,09:18:29,27.80,,,
2026/02/24,09:18:34,27.84,,,
2026/02/24,09:18:39,28.01,,,
2026/02/24,09:18:44,28.15,,,
2026/02/24,09:18:49,28.30,,,
2026/02/24,09:18:54,28.38,,,
2026/02/24,09:18:59,28.54,,,
2026/02/24,09:19:04,28.70,,,
2026/02/24,09:19:09,28.77,,,
2026/02/24,09:19:14,28.76,,,
2026/02/24,09:19:19,28.74,,,
2026/02/24,09:19:24,28.80,,,
2026/02/24,09:19:29,29.14,,,
2026/02/24,09:19:34,29.14,,,
2026/02/24,09:19:39,29.31,,,
2026/02/24,09:19:44,29.52,,,
2026/02/24,09:19:49,29.71,,,
2026/02/24,09:19:54,29.79,,,
2026/02/24,09:19:59,29.83,,,
2026/02/24,09:20:04,29.91,,,
2026/02/24,09:20:09,30.02,,,
2026/02/24,09:20:14,30.06,,,
2026/02/24,09:20:19,30.11,,,
2026/02/24,09:20:24,30.29,,,
2026/02/24,09:20:29,30.30,,,
2026/02/24,09:20:34,30.35,,,
2026/02/24,09:20:39,30.37,,,
2026/02/24,09:20:44,30.58,,,
2026/02/24,09:20:49,30.73,,,
2026/02/24,09:20:54,30.83,,,
2026/02/24,09:20:59,30.97,,,
2026/02/24,09:21:04,30.99,,,
2026/02/24,09:21:09,31.10,,,
2026/02/24,09:21:14,31.09,,,
2026/02/24,09:21:19,31.13,,,
2026/02/24,09:21:24,31.15,,,
2026/02/24,09:21:29,31.24,,,
2026/02/24,09:21:34,31.23,,,
2026/02/24,09:21:39,31.09,,,
2026/02/24,09:21:44,31.09,,,
2026/02/24,09:21:49,31.13,,,
2026/02/24,09:21:54,31.18,,,
2026/02/24,09:21:59,31.30,,,
2026/02/24,09:22:04,31.17,,,
2026/02/24,09:22:09,31.24,,,
2026/02/24,09:22:14,31.36,,,
2026/02/24,09:22:19,31.38,,,
2026/02/24,09:22:24,31.47,,,
2026/02/24,09:22:29,31.71,,,
2026/02/24,09:22:34,31.74,,,
2026/02/24,09:22:39,31.56,,,
2026/02/24,09:22:44,31.69,,,
2026/02/24,09:22:49,31.79,,,
2026/02/24,09:22:54,31.86,,,
2026/02/24,09:22:59,31.86,,,
2026/02/24,09:23:04,31.95,,,
2026/02/24,09:23:09,31.84,,,
2026/02/24,09:23:14,31.86,,,
2026/02/24,09:23:19,31.86,,,
2026/02/24,09:23:24,31.80,,,
2026/02/24,09:23:29,31.70,,,
2026/02/24,09:23:34,31.93,,,
2026/02/24,09:23:39,31.92,,,
2026/02/24,09:23:44,31.90,,,
2026/02/24,09:23:49,31.96,,,
2026/02/24,09:23:54,31.97,,,
2026/02/24,09:23:59,32.07,,,
2026/02/24,09:24:04,32.08,,,
2026/02/24,09:24:09,32.12,,,
